Flow ID,Label
192.168.1.1 192.168.1.5 41538 20001 6,COLD_RESTART
192.168.1.1 192.168.1.9 51971 20001 6,COLD_RESTART
192.168.1.1 192.168.1.7 59904 20001 6,COLD_RESTART
192.168.1.1 192.168.1.10 55604 20001 6,COLD_RESTART
192.168.1.1 192.168.1.8 45049 20001 6,COLD_RESTART
192.168.1.1 192.168.1.6 33180 20001 6,COLD_RESTART
192.168.1.2 192.168.1.9 55050 20000 6,NORMAL
192.168.1.2 192.168.1.6 55043 20000 6,NORMAL
192.168.1.2 192.168.1.8 56443 20000 6,NORMAL
192.168.1.2 192.168.1.7 59268 20000 6,NORMAL
192.168.1.2 192.168.1.10 45145 20000 6,NORMAL
192.168.1.9 192.168.1.2 20000 55050 6,NORMAL
192.168.1.1 192.168.1.3 48122 20001 6,WARM_RESTART
192.168.1.1 192.168.1.7 51544 20001 6,WARM_RESTART
192.168.1.1 192.168.1.4 46400 20001 6,WARM_RESTART
192.168.1.1 192.168.1.8 36736 20001 6,WARM_RESTART
192.168.1.1 192.168.1.10 38734 20001 6,WARM_RESTART
192.168.1.1 192.168.1.9 46178 20001 6,WARM_RESTART
192.168.1.1 192.168.1.5 41050 20001 6,WARM_RESTART
192.168.1.1 192.168.1.6 38855 20001 6,WARM_RESTART
192.168.1.4 192.168.1.1 20001 46400 6,WARM_RESTART
192.168.1.7 192.168.1.1 20001 51544 6,WARM_RESTART
192.168.1.12 192.168.1.5 56527 20003 6,WARM_RESTART
192.168.1.12 192.168.1.3 50547 20003 6,WARM_RESTART
192.168.1.12 192.168.1.8 43137 20003 6,WARM_RESTART
192.168.1.12 192.168.1.9 46269 20003 6,WARM_RESTART
192.168.1.12 192.168.1.7 59969 20003 6,WARM_RESTART
192.168.1.12 192.168.1.10 48221 20003 6,WARM_RESTART
192.168.1.12 192.168.1.4 34770 20003 6,WARM_RESTART
192.168.1.12 192.168.1.6 53837 20003 6,WARM_RESTART
192.168.1.4 192.168.1.12 20003 34770 6,WARM_RESTART
192.168.1.6 192.168.1.12 20003 53837 6,WARM_RESTART
192.168.1.2 192.168.1.10 39624 20000 6,NORMAL
192.168.1.2 192.168.1.4 33135 20000 6,NORMAL
192.168.1.2 192.168.1.5 41037 20000 6,NORMAL
192.168.1.2 192.168.1.3 41164 20000 6,NORMAL
192.168.1.2 192.168.1.8 51021 20000 6,NORMAL
192.168.1.2 192.168.1.9 39535 20000 6,NORMAL
192.168.1.2 192.168.1.7 51208 20000 6,NORMAL
192.168.1.2 192.168.1.6 53664 20000 6,NORMAL
192.168.1.11 192.168.1.3 37147 20002 6,WARM_RESTART
192.168.1.3 192.168.1.1 20001 48122 6,WARM_RESTART
192.168.1.11 192.168.1.4 49714 20002 6,WARM_RESTART
192.168.1.11 192.168.1.5 36435 20002 6,WARM_RESTART
192.168.1.11 192.168.1.6 43510 20002 6,WARM_RESTART
192.168.1.11 192.168.1.7 40107 20002 6,WARM_RESTART
192.168.1.11 192.168.1.8 55668 20002 6,WARM_RESTART
192.168.1.11 192.168.1.9 43333 20002 6,WARM_RESTART
192.168.1.11 192.168.1.10 32935 20002 6,WARM_RESTART
192.168.1.1 192.168.1.3 37776 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37780 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37784 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37788 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37792 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37796 20000 6,DNP3_ENUMERATE
192.168.1.3 192.168.1.1 20000 37798 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37800 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37804 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37808 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37812 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37816 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37820 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37824 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37828 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37832 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37836 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37840 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37844 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37848 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37852 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37856 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37860 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37864 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37868 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37872 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37876 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37880 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37884 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37888 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37892 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37896 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37900 20000 6,DNP3_ENUMERATE
192.168.1.3 192.168.1.1 20000 37904 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37908 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37912 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37916 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37920 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37924 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37928 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37932 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37936 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37940 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37944 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37948 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37952 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37956 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37960 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37964 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37968 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37972 20000 6,DNP3_ENUMERATE
192.168.1.3 192.168.1.1 20000 37976 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37980 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37984 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37988 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37992 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 37996 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38000 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38004 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38008 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38012 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38016 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38020 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38024 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38028 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38032 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38036 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38040 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38044 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38048 20000 6,DNP3_ENUMERATE
192.168.1.3 192.168.1.1 20000 38052 6,DNP3_ENUMERATE
192.168.1.3 192.168.1.1 20000 38056 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38060 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38064 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38068 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38072 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38076 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38080 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38084 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38088 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38092 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38096 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38100 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38104 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38108 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38112 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38116 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38120 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38124 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38128 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38132 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38136 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38140 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38144 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38148 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38152 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38156 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38160 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38164 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38168 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38172 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38176 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38180 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38184 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38188 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38192 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38196 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38200 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38204 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38208 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38212 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38216 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38220 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38224 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38228 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38232 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38236 20000 6,DNP3_ENUMERATE
192.168.1.3 192.168.1.1 20000 38240 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38244 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38248 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38252 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38256 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38260 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38264 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38268 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38272 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38276 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38280 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38284 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38288 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38292 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38296 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38300 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38304 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38308 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38312 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38316 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38320 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38324 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38328 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38332 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38336 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38340 20000 6,DNP3_ENUMERATE
192.168.1.3 192.168.1.1 20000 38342 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38344 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38348 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38352 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38356 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38360 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38364 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38368 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38372 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38376 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38380 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38384 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38388 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38392 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38396 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38400 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38404 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38408 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38412 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38416 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38420 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38424 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38428 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38432 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38436 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38440 20000 6,DNP3_ENUMERATE
192.168.1.3 192.168.1.1 20000 38444 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38448 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38452 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38456 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38460 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38464 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38468 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38472 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38476 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38480 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38484 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38488 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38492 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38496 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38500 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38504 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38508 20000 6,DNP3_ENUMERATE
192.168.1.3 192.168.1.1 20000 38512 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38516 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38520 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38524 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38528 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38532 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38536 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38540 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38544 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38548 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38552 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38556 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38560 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38564 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38568 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38572 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38576 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38580 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38584 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38588 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38592 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38596 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38600 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38604 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38608 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38612 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38616 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38620 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38624 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38628 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38632 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38636 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38640 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38644 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38648 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38652 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38656 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38660 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38664 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38668 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38672 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38676 20000 6,DNP3_ENUMERATE
192.168.1.3 192.168.1.1 20000 38680 6,DNP3_ENUMERATE
192.168.1.3 192.168.1.1 20000 38684 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38688 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38692 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38696 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38700 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38704 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38708 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38712 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38716 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38720 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38724 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38728 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38732 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38736 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38740 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38744 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38748 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38752 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38756 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38760 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38764 20000 6,DNP3_ENUMERATE
192.168.1.3 192.168.1.1 20000 38768 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38772 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38776 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38780 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38784 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38788 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38792 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38796 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38800 20000 6,DNP3_ENUMERATE
192.168.1.3 192.168.1.1 20000 38804 6,DNP3_ENUMERATE
192.168.1.3 192.168.1.1 20000 38808 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38812 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38816 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38820 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38824 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38828 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38832 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38836 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38840 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38844 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38848 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38852 20000 6,DNP3_ENUMERATE
192.168.1.1 192.168.1.3 38856 20000 6,DNP3_ENUMERATE
